nombre,output,flag,username,timestamp
,,,,2023-09-16 12:38:13.576239
C:\Users\Jorge\Desarrollo\CursoIA_Fiuba\tallerchat\flagged\audio\003e583b0ea53fc0c67aed44c6efb45a4501db28\tmp260i7jwf.wav,False,,,,2023-09-21 12:30:59.337660
